fips,state,county,ffr11,ffr16,ffrpth11,ffrpth16,fsr11,fsr16,fsrpth11,fsrpth16,pc_ffrsales07,pc_ffrsales12,pc_fsrsales07,pc_fsrsales12
1083,AL,Limestone,40,52,0.467672162,0.55962118,37,44,0.43259675,0.473525613,649.511367,674.8027204,484.381507,512.2809873
1085,AL,Lowndes,1,1,0.08984726,0.097646714,2,2,0.179694519,0.195293428,649.511367,674.8027204,484.381507,512.2809873
1087,AL,Macon,11,9,0.516820147,0.471895973,2,3,0.093967299,0.157298658,649.511367,674.8027204,484.381507,512.2809873
1089,AL,Madison,300,333,0.88360298,0.934574193,238,223,0.700991697,0.625855991,649.511367,674.8027204,484.381507,512.2809873
1091,AL,Marengo,14,18,0.677998935,0.922840297,11,12,0.532713449,0.615226865,649.511367,674.8027204,484.381507,512.2809873
1093,AL,Marion,23,19,0.75040783,0.634984292,17,21,0.554649266,0.701824744,649.511367,674.8027204,484.381507,512.2809873
1095,AL,Marshall,70,80,0.745553307,0.841724272,66,62,0.702950261,0.652336311,649.511367,674.8027204,484.381507,512.2809873
1097,AL,Mobile,257,276,0.621926666,0.665297504,206,218,0.498509312,0.525488608,649.511367,674.8027204,484.381507,512.2809873
1099,AL,Monroe,10,10,0.438596491,0.463563879,10,9,0.438596491,0.417207491,649.511367,674.8027204,484.381507,512.2809873
1101,AL,Montgomery,175,218,0.763651914,0.961555426,134,145,0.58473918,0.639566683,649.511367,674.8027204,484.381507,512.2809873
1103,AL,Morgan,97,90,0.808286183,0.757454616,62,64,0.51663653,0.538634393,649.511367,674.8027204,484.381507,512.2809873
1105,AL,Perry,2,2,0.190985485,0.208986416,7,6,0.668449198,0.626959248,649.511367,674.8027204,484.381507,512.2809873
1107,AL,Pickens,6,7,0.310013434,0.344572976,10,5,0.516689057,0.246123554,649.511367,674.8027204,484.381507,512.2809873
1109,AL,Pike,27,34,0.819000819,1.0236339,18,23,0.546000546,0.692458227,649.511367,674.8027204,484.381507,512.2809873
1111,AL,Randolph,9,10,0.395778364,0.444483954,11,7,0.483729112,0.311138768,649.511367,674.8027204,484.381507,512.2809873
1113,AL,Russell,43,48,0.784199296,0.825068326,22,23,0.401218244,0.39534524,649.511367,674.8027204,484.381507,512.2809873
1115,AL,St. Clair,46,55,0.546246927,0.628700761,43,42,0.510622128,0.480098763,649.511367,674.8027204,484.381507,512.2809873
1117,AL,Shelby,136,162,0.687267858,0.767506976,127,120,0.641786896,0.568523686,649.511367,674.8027204,484.381507,512.2809873
1119,AL,Sumter,7,8,0.518864428,0.618620476,5,6,0.370617449,0.463965357,649.511367,674.8027204,484.381507,512.2809873
1121,AL,Talladega,46,50,0.562402191,0.621998856,45,44,0.550176056,0.547358993,649.511367,674.8027204,484.381507,512.2809873
1123,AL,Tallapoosa,26,23,0.628110354,0.56686548,22,19,0.531477992,0.468280179,649.511367,674.8027204,484.381507,512.2809873
1125,AL,Tuscaloosa,157,171,0.79817386,0.828962294,111,122,0.564314003,0.591423391,649.511367,674.8027204,484.381507,512.2809873
1127,AL,Walker,49,45,0.735989906,0.697015226,36,39,0.540727278,0.604079862,649.511367,674.8027204,484.381507,512.2809873
1129,AL,Washington,3,2,0.172860847,0.120148985,7,5,0.403341976,0.300372462,649.511367,674.8027204,484.381507,512.2809873
1131,AL,Wilcox,5,3,0.437062937,0.275862069,5,2,0.437062937,0.183908046,649.511367,674.8027204,484.381507,512.2809873
1133,AL,Winston,12,11,0.4927322,0.460501528,23,17,0.944403383,0.71168418,649.511367,674.8027204,484.381507,512.2809873
2013,AK,Aleutians East,1,1,0.306560392,0.300842359,0,1,0.0,0.300842359,582.7155098,511.4807882,688.0841941,724.8088817
2016,AK,Aleutians West,2,0,0.357973868,0.0,2,4,0.357973868,0.696015312,582.7155098,511.4807882,688.0841941,724.8088817
2020,AK,Anchorage,201,208,0.678387126,0.6994512,222,247,0.749263393,0.8305983,582.7155098,511.4807882,688.0841941,724.8088817
2050,AK,Bethel,7,6,0.40192926,0.333704116,6,6,0.344510795,0.333704116,582.7155098,511.4807882,688.0841941,724.8088817
2060,AK,Bristol Bay,0,0,0.0,0.0,2,2,1.941747573,2.209944751,582.7155098,511.4807882,688.0841941,724.8088817
2068,AK,Denali,1,3,0.534759358,1.466992665,8,6,4.278074866,2.93398533,582.7155098,511.4807882,688.0841941,724.8088817
2070,AK,Dillingham,1,1,0.202101859,0.20096463,3,2,0.606305578,0.40192926,582.7155098,511.4807882,688.0841941,724.8088817
2090,AK,Fairbanks North Star,43,44,0.438167441,0.43736705,58,69,0.591016548,0.685871056,582.7155098,511.4807882,688.0841941,724.8088817
2100,AK,Haines,1,1,0.388500389,0.395100751,7,5,2.71950272,1.975503753,582.7155098,511.4807882,688.0841941,724.8088817
2105,AK,Hoonah-Angoon,0,2,0.0,0.0,0,1,0.0,0.0,582.7155098,511.4807882,688.0841941,724.8088817
2110,AK,Juneau,23,28,0.715129656,0.864064188,28,31,0.870592625,0.956642493,582.7155098,511.4807882,688.0841941,724.8088817
2122,AK,Kenai Peninsula,33,44,0.586104007,0.751584306,68,69,1.207729469,1.178620843,582.7155098,511.4807882,688.0841941,724.8088817
2130,AK,Ketchikan Gateway,7,11,0.513046028,0.801340424,12,13,0.879507476,0.947038683,582.7155098,511.4807882,688.0841941,724.8088817
2150,AK,Kodiak Island,5,6,0.361794501,0.438628555,11,11,0.795947902,0.80415235,582.7155098,511.4807882,688.0841941,724.8088817
2164,AK,Lake and Peninsula,0,0,0.0,0.0,0,0,0.0,0.0,582.7155098,511.4807882,688.0841941,724.8088817
2170,AK,Matanuska-Susitna,37,36,0.403397259,0.345744936,46,54,0.501520917,0.518617404,582.7155098,511.4807882,688.0841941,724.8088817
2180,AK,Nome,3,1,0.306905371,0.100857287,5,10,0.511508951,1.008572869,582.7155098,511.4807882,688.0841941,724.8088817
2185,AK,North Slope,3,3,0.314169023,0.309757357,6,4,0.628338046,0.413009809,582.7155098,511.4807882,688.0841941,724.8088817
2188,AK,Northwest Arctic,1,3,0.129785853,0.391542678,0,1,0.0,0.130514226,582.7155098,511.4807882,688.0841941,724.8088817
2195,AK,Petersburg,0,3,0.0,0.0,0,1,0.0,0.0,582.7155098,511.4807882,688.0841941,724.8088817
2198,AK,Prince of Wales-Hyder,0,3,0.0,0.0,0,2,0.0,0.0,582.7155098,511.4807882,688.0841941,724.8088817
2220,AK,Sitka,3,4,0.337533753,0.45620438,8,7,0.900090009,0.798357664,582.7155098,511.4807882,688.0841941,724.8088817
2230,AK,Skagway,0,2,0.0,0.0,0,9,0.0,0.0,582.7155098,511.4807882,688.0841941,724.8088817
2240,AK,Southeast Fairbanks,5,3,0.699398517,0.438596491,10,6,1.398797035,0.877192982,582.7155098,511.4807882,688.0841941,724.8088817
2261,AK,Valdez-Cordova,8,7,0.821186615,0.749464668,15,14,1.539724902,1.498929336,582.7155098,511.4807882,688.0841941,724.8088817
2270,AK,Wade Hampton,0,0,0.0,0.0,0,0,0.0,0.0,582.7155098,511.4807882,688.0841941,724.8088817
2275,AK,Wrangell,0,1,0.0,0.0,0,1,0.0,0.0,582.7155098,511.4807882,688.0841941,724.8088817
2282,AK,Yakutat,0,0,0.0,0.0,0,0,0.0,0.0,582.7155098,511.4807882,688.0841941,724.8088817
2290,AK,Yukon-Koyukuk,0,0,0.0,0.0,3,2,0.532765051,0.36954915,582.7155098,511.4807882,688.0841941,724.8088817
4001,AZ,Apache,16,12,0.221671123,0.168130806,14,17,0.193962233,0.238185308,760.5004608,577.7188093,758.6283717,623.5880149
4003,AZ,Cochise,69,58,0.518984295,0.462685972,91,85,0.684457549,0.678074269,760.5004608,577.7188093,758.6283717,623.5880149
4005,AZ,Coconino,123,128,0.916672256,0.913770087,148,169,1.102987755,1.206462068,760.5004608,577.7188093,758.6283717,623.5880149
4007,AZ,Gila,33,32,0.617723035,0.600409029,50,53,0.935943993,0.994427454,760.5004608,577.7188093,758.6283717,623.5880149
4009,AZ,Graham,20,15,0.53873505,0.397172134,17,16,0.457924793,0.423650277,760.5004608,577.7188093,758.6283717,623.5880149
4011,AZ,Greenlee,1,3,0.116699732,0.311753092,6,7,0.70019839,0.72742388,760.5004608,577.7188093,758.6283717,623.5880149
4012,AZ,La Paz,16,16,0.777378292,0.779613117,26,29,1.263239724,1.413048775,760.5004608,577.7188093,758.6283717,623.5880149
4013,AZ,Maricopa,2651,3055,0.685079127,0.721645077,2256,2495,0.583002078,0.589363164,760.5004608,577.7188093,758.6283717,623.5880149
4015,AZ,Mohave,111,122,0.547518164,0.594006378,130,126,0.64123749,0.613481997,760.5004608,577.7188093,758.6283717,623.5880149
4017,AZ,Navajo,58,62,0.539444558,0.572367571,73,75,0.678956082,0.692380126,760.5004608,577.7188093,758.6283717,623.5880149
4019,AZ,Pima,611,666,0.618861396,0.657765435,611,635,0.618861396,0.627148725,760.5004608,577.7188093,758.6283717,623.5880149
4021,AZ,Pinal,136,132,0.359573377,0.317984173,105,116,0.277611798,0.279440637,760.5004608,577.7188093,758.6283717,623.5880149
4023,AZ,Santa Cruz,28,24,0.588049984,0.520889853,41,39,0.861073191,0.846446012,760.5004608,577.7188093,758.6283717,623.5880149
4025,AZ,Yavapai,133,139,0.630681468,0.619531741,207,214,0.981586946,0.953811457,760.5004608,577.7188093,758.6283717,623.5880149
4027,AZ,Yuma,101,121,0.498566006,0.588913819,77,81,0.380094876,0.394231565,760.5004608,577.7188093,758.6283717,623.5880149
5001,AR,Arkansas,16,9,0.847951667,0.494098271,12,13,0.63596375,0.713697502,576.2104436,622.6752882,444.9218224,472.1275274
5003,AR,Ashley,16,15,0.738245744,0.73177871,9,7,0.415263231,0.341496731,576.2104436,622.6752882,444.9218224,472.1275274
5005,AR,Baxter,29,31,0.701482789,0.753432981,38,33,0.919184345,0.80204156,576.2104436,622.6752882,444.9218224,472.1275274
5007,AR,Benton,147,163,0.642406709,0.630063702,138,169,0.603075686,0.653256231,576.2104436,622.6752882,444.9218224,472.1275274
5009,AR,Boone,24,24,0.64754607,0.645317416,22,29,0.593583898,0.779758544,576.2104436,622.6752882,444.9218224,472.1275274
5011,AR,Bradley,3,5,0.262582057,0.455414883,4,7,0.350109409,0.637580836,576.2104436,622.6752882,444.9218224,472.1275274
5013,AR,Calhoun,1,1,0.190730498,0.193723363,2,2,0.381460996,0.387446726,576.2104436,622.6752882,444.9218224,472.1275274
5015,AR,Carroll,15,15,0.546487904,0.540969417,50,50,1.821626348,1.803231391,576.2104436,622.6752882,444.9218224,472.1275274
5017,AR,Chicot,6,5,0.513127512,0.458211144,7,2,0.598648764,0.183284457,576.2104436,622.6752882,444.9218224,472.1275274
5019,AR,Clark,18,23,0.785408849,1.019955654,11,10,0.479972074,0.44345898,576.2104436,622.6752882,444.9218224,472.1275274
5021,AR,Clay,9,6,0.56703629,0.398485754,7,11,0.441028226,0.730557216,576.2104436,622.6752882,444.9218224,472.1275274
5023,AR,Cleburne,15,18,0.579374276,0.71544974,24,22,0.926998841,0.874438571,576.2104436,622.6752882,444.9218224,472.1275274
5025,AR,Cleveland,2,2,0.230627306,0.242130751,1,0,0.115313653,0.0,576.2104436,622.6752882,444.9218224,472.1275274
5027,AR,Columbia,15,21,0.60773033,0.875620231,10,7,0.405153553,0.29187341,576.2104436,622.6752882,444.9218224,472.1275274
5029,AR,Conway,7,10,0.331517878,0.478583393,12,10,0.568316363,0.478583393,576.2104436,622.6752882,444.9218224,472.1275274
5031,AR,Craighead,80,84,0.813752416,0.794093457,75,77,0.76289289,0.727919002,576.2104436,622.6752882,444.9218224,472.1275274
5033,AR,Crawford,30,26,0.485444748,0.417610305,38,34,0.614896681,0.546105784,576.2104436,622.6752882,444.9218224,472.1275274
5035,AR,Crittenden,33,30,0.653413591,0.608272506,19,22,0.376207825,0.446066504,576.2104436,622.6752882,444.9218224,472.1275274
5037,AR,Cross,9,11,0.505731625,0.645653578,11,8,0.618116431,0.469566238,576.2104436,622.6752882,444.9218224,472.1275274
5039,AR,Dallas,3,4,0.372809743,0.538358008,2,5,0.248539829,0.67294751,576.2104436,622.6752882,444.9218224,472.1275274
5041,AR,Desha,9,10,0.707158011,0.838926174,9,10,0.707158011,0.838926174,576.2104436,622.6752882,444.9218224,472.1275274
5043,AR,Drew,13,14,0.694259012,0.751556796,11,10,0.587449933,0.536826283,576.2104436,622.6752882,444.9218224,472.1275274
5045,AR,Faulkner,72,84,0.619498722,0.688056486,72,75,0.619498722,0.614336148,576.2104436,622.6752882,444.9218224,472.1275274
5047,AR,Franklin,6,5,0.333463013,0.282949465,10,10,0.555771689,0.56589893,576.2104436,622.6752882,444.9218224,472.1275274
5049,AR,Fulton,4,4,0.326850793,0.332253509,7,4,0.571988887,0.332253509,576.2104436,622.6752882,444.9218224,472.1275274
5051,AR,Garland,78,84,0.8055022,0.8551272,101,120,1.043022079,1.221610286,576.2104436,622.6752882,444.9218224,472.1275274
5053,AR,Grant,5,5,0.27883114,0.276334697,10,8,0.55766228,0.442135515,576.2104436,622.6752882,444.9218224,472.1275274
5055,AR,Greene,27,26,0.631564174,0.58146036,26,26,0.608172908,0.58146036,576.2104436,622.6752882,444.9218224,472.1275274
5057,AR,Hempstead,10,14,0.444642063,0.635612458,13,13,0.578034682,0.590211568,576.2104436,622.6752882,444.9218224,472.1275274
5059,AR,Hot Spring,16,18,0.482960548,0.538180948,11,10,0.332035377,0.298989416,576.2104436,622.6752882,444.9218224,472.1275274
5061,AR,Howard,8,10,0.578829318,0.744158357,6,6,0.434121988,0.446495014,576.2104436,622.6752882,444.9218224,472.1275274
5063,AR,Independence,27,24,0.732779678,0.647004906,24,23,0.651359713,0.620046369,576.2104436,622.6752882,444.9218224,472.1275274
5065,AR,Izard,4,4,0.294833051,0.296515938,6,9,0.442249576,0.66716086,576.2104436,622.6752882,444.9218224,472.1275274
5067,AR,Jackson,6,8,0.335495415,0.462187301,10,8,0.559159025,0.462187301,576.2104436,622.6752882,444.9218224,472.1275274
5069,AR,Jefferson,58,58,0.763077571,0.824542947,34,33,0.447321335,0.469136505,576.2104436,622.6752882,444.9218224,472.1275274
5071,AR,Johnson,14,12,0.546000546,0.457578646,10,13,0.39000039,0.4957102,576.2104436,622.6752882,444.9218224,472.1275274
5073,AR,Lafayette,2,3,0.265498473,0.433025404,3,2,0.39824771,0.288683603,576.2104436,622.6752882,444.9218224,472.1275274
5075,AR,Lawrence,6,6,0.347302616,0.360598594,12,10,0.694605233,0.600997656,576.2104436,622.6752882,444.9218224,472.1275274
5077,AR,Lee,3,3,0.291516859,0.320512821,2,1,0.194344573,0.106837607,576.2104436,622.6752882,444.9218224,472.1275274
5079,AR,Lincoln,1,5,0.069754464,0.362056481,8,7,0.558035714,0.506879073,576.2104436,622.6752882,444.9218224,472.1275274
5081,AR,Little River,4,6,0.309023486,0.482703138,4,4,0.309023486,0.321802092,576.2104436,622.6752882,444.9218224,472.1275274
5083,AR,Logan,9,11,0.404876513,0.506608944,14,13,0.629807909,0.598719661,576.2104436,622.6752882,444.9218224,472.1275274
5085,AR,Lonoke,39,35,0.561490397,0.487757292,36,39,0.518298828,0.543500982,576.2104436,622.6752882,444.9218224,472.1275274
5087,AR,Madison,3,3,0.191619826,0.186277554,9,11,0.574859479,0.683017696,576.2104436,622.6752882,444.9218224,472.1275274
5089,AR,Marion,6,7,0.359863252,0.427637608,14,11,0.839680921,0.672001955,576.2104436,622.6752882,444.9218224,472.1275274
5091,AR,Miller,25,22,0.571415511,0.50143593,27,25,0.617128751,0.569813557,576.2104436,622.6752882,444.9218224,472.1275274
5093,AR,Mississippi,29,29,0.630284063,0.676227119,25,29,0.54334833,0.676227119,576.2104436,622.6752882,444.9218224,472.1275274
5095,AR,Monroe,4,6,0.493949123,0.829302004,5,5,0.617436404,0.691085003,576.2104436,622.6752882,444.9218224,472.1275274
5097,AR,Montgomery,2,5,0.212833883,0.558721645,7,3,0.744918591,0.335232987,576.2104436,622.6752882,444.9218224,472.1275274
5099,AR,Nevada,3,3,0.333148251,0.358251732,1,4,0.111049417,0.477668975,576.2104436,622.6752882,444.9218224,472.1275274
5101,AR,Newton,2,2,0.242072137,0.254161901,3,6,0.363108206,0.762485703,576.2104436,622.6752882,444.9218224,472.1275274
5103,AR,Ouachita,11,17,0.427549751,0.707773013,11,13,0.427549751,0.541238186,576.2104436,622.6752882,444.9218224,472.1275274
5105,AR,Perry,3,2,0.289100896,0.194685097,3,6,0.289100896,0.584055291,576.2104436,622.6752882,444.9218224,472.1275274
5107,AR,Phillips,11,10,0.513898622,0.524934383,9,6,0.420462509,0.31496063,576.2104436,622.6752882,444.9218224,472.1275274
5109,AR,Pike,3,5,0.267094017,0.46223537,6,7,0.534188034,0.647129518,576.2104436,622.6752882,444.9218224,472.1275274
5111,AR,Poinsett,18,15,0.736497545,0.624791736,9,15,0.368248773,0.624791736,576.2104436,622.6752882,444.9218224,472.1275274
5113,AR,Polk,10,7,0.486523304,0.347549774,18,15,0.875741948,0.744749516,576.2104436,622.6752882,444.9218224,472.1275274
5115,AR,Pope,51,53,0.813994318,0.830044478,28,37,0.446898841,0.579465013,576.2104436,622.6752882,444.9218224,472.1275274
5117,AR,Prairie,4,3,0.465116279,0.362713094,6,6,0.697674419,0.725426188,576.2104436,622.6752882,444.9218224,472.1275274
5119,AR,Pulaski,340,365,0.879282299,0.927156019,325,356,0.840490433,0.904294637,576.2104436,622.6752882,444.9218224,472.1275274
5121,AR,Randolph,10,10,0.556483027,0.574448529,9,8,0.500834725,0.459558824,576.2104436,622.6752882,444.9218224,472.1275274
5123,AR,St. Francis,12,13,0.42887777,0.494221411,15,14,0.536097212,0.532238443,576.2104436,622.6752882,444.9218224,472.1275274
5125,AR,Saline,57,70,0.520505164,0.595354534,43,45,0.39266179,0.382727914,576.2104436,622.6752882,444.9218224,472.1275274
5127,AR,Scott,2,5,0.178015131,0.482625483,8,5,0.712060525,0.482625483,576.2104436,622.6752882,444.9218224,472.1275274
5129,AR,Searcy,4,4,0.495662949,0.502197112,3,4,0.371747212,0.502197112,576.2104436,622.6752882,444.9218224,472.1275274
5131,AR,Sebastian,89,103,0.701195972,0.807418847,98,97,0.77210343,0.760384739,576.2104436,622.6752882,444.9218224,472.1275274
5133,AR,Sevier,6,7,0.349344978,0.412857564,7,9,0.407569141,0.530816868,576.2104436,622.6752882,444.9218224,472.1275274
5135,AR,Sharp,9,9,0.521165094,0.525148792,14,18,0.810701257,1.050297584,576.2104436,622.6752882,444.9218224,472.1275274
5137,AR,Stone,9,10,0.720172841,0.8,10,7,0.800192046,0.56,576.2104436,622.6752882,444.9218224,472.1275274
5139,AR,Union,24,28,0.579892237,0.702335265,24,27,0.579892237,0.677251862,576.2104436,622.6752882,444.9218224,472.1275274
5141,AR,Van Buren,5,6,0.29073148,0.360967393,9,9,0.523316665,0.541451089,576.2104436,622.6752882,444.9218224,472.1275274
5143,AR,Washington,160,172,0.770215757,0.755711775,182,196,0.876120423,0.86115993,576.2104436,622.6752882,444.9218224,472.1275274
5145,AR,White,50,57,0.640984552,0.723001598,55,41,0.705083007,0.520053781,576.2104436,622.6752882,444.9218224,472.1275274
5147,AR,Woodruff,3,5,0.418060201,0.754944889,2,2,0.2787068,0.301977956,576.2104436,622.6752882,444.9218224,472.1275274
5149,AR,Yell,11,9,0.50173326,0.418877409,11,6,0.50173326,0.279251606,576.2104436,622.6752882,444.9218224,472.1275274
6001,CA,Alameda,1090,1293,0.711388415,0.782102495,1401,1560,0.914362541,0.943603938,761.4471253,642.4874575,755.5875049,750.3186458
6003,CA,Alpine,2,0,1.829826167,0.0,3,1,2.74473925,0.946073794,761.4471253,642.4874575,755.5875049,750.3186458
6005,CA,Amador,12,21,0.319667546,0.560403491,39,44,1.038919524,1.174178742,761.4471253,642.4874575,755.5875049,750.3186458
6007,CA,Butte,147,158,0.668172707,0.697494758,125,132,0.56817407,0.582717139,761.4471253,642.4874575,755.5875049,750.3186458
6009,CA,Calaveras,26,30,0.575692492,0.66203244,39,41,0.863538737,0.904777667,761.4471253,642.4874575,755.5875049,750.3186458
6011,CA,Colusa,16,8,0.748853318,0.36960037,10,11,0.468033324,0.508200508,761.4471253,642.4874575,755.5875049,750.3186458
6013,CA,Contra Costa,599,701,0.561817776,0.615644033,686,757,0.643417353,0.664825297,761.4471253,642.4874575,755.5875049,750.3186458
6015,CA,Del Norte,15,10,0.527296376,0.364298725,16,24,0.562449467,0.87431694,761.4471253,642.4874575,755.5875049,750.3186458
6017,CA,El Dorado,97,110,0.535985633,0.590534272,165,202,0.911728139,1.084435664,761.4471253,642.4874575,755.5875049,750.3186458
6019,CA,Fresno,569,634,0.605087413,0.647246548,490,519,0.521077034,0.529843783,761.4471253,642.4874575,755.5875049,750.3186458
6021,CA,Glenn,12,15,0.426136364,0.536346408,16,18,0.568181818,0.64361569,761.4471253,642.4874575,755.5875049,750.3186458
6023,CA,Humboldt,95,97,0.702460089,0.710888317,130,142,0.961261175,1.040681866,761.4471253,642.4874575,755.5875049,750.3186458
6025,CA,Imperial,81,103,0.459817095,0.56912366,78,70,0.442786832,0.38678307,761.4471253,642.4874575,755.5875049,750.3186458
6027,CA,Inyo,13,15,0.706483343,0.831762227,29,27,1.576001304,1.497172008,761.4471253,642.4874575,755.5875049,750.3186458
6029,CA,Kern,528,603,0.622078851,0.681289728,400,443,0.471271857,0.500516334,761.4471253,642.4874575,755.5875049,750.3186458
6031,CA,Kings,90,89,0.591988423,0.594137399,46,45,0.302571861,0.30040655,761.4471253,642.4874575,755.5875049,750.3186458
6033,CA,Lake,30,33,0.466758981,0.516028147,46,46,0.715697105,0.719311962,761.4471253,642.4874575,755.5875049,750.3186458
6035,CA,Lassen,13,15,0.379628548,0.484746639,18,11,0.525639528,0.355480869,761.4471253,642.4874575,755.5875049,750.3186458
6037,CA,Los Angeles,7211,8264,0.729415482,0.814142434,7125,8113,0.72071631,0.799266405,761.4471253,642.4874575,755.5875049,750.3186458
6039,CA,Madera,75,78,0.493823909,0.503336216,48,52,0.316047302,0.335557477,761.4471253,642.4874575,755.5875049,750.3186458
6041,CA,Marin,171,189,0.669262832,0.722664913,302,313,1.181972956,1.196794274,761.4471253,642.4874575,755.5875049,750.3186458
