fips,state,county,fmrkt13,fmrkt18,fmrktpth13,fmrktpth18,fmrkt_snap18,pct_fmrkt_snap18,fmrkt_wic18,pct_fmrkt_wic18,fmrkt_wiccash18,pct_fmrkt_wiccash18,fmrkt_sfmnp18,pct_fmrkt_sfmnp18,fmrkt_credit18,pct_fmrkt_credit18,pct_diabetes18,class
1065,AL,Hale,1.0,1.0,0.06558667123,0.06790710241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,1.0
1067,AL,Henry,2.0,2.0,0.1167405993,0.1162182614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,9.8,1.0
1069,AL,Houston,3.0,3.0,0.02894691192,0.02864727564,0.0,0.0,0.0,0.0,0.0,0.0,3.0,100.0,3.0,100.0,14.2,1.0
1071,AL,Jackson,1.0,1.0,0.01888288744,0.01932889968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,1.0
1073,AL,Jefferson,16.0,17.0,0.0242719911,0.02578492276,4.0,23.52941132,1.0,5.882352829,0.0,0.0,6.0,35.29411697,8.0,47.05882263,11.2,1.0
1075,AL,Lamar,1.0,1.0,0.07037297636,0.07223346084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,1.0
1077,AL,Lauderdale,1.0,1.0,0.01078678854,0.01082403399,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,9.9,1.0
1079,AL,Lawrence,1.0,1.0,0.0297822915,0.03034256771,1.0,100.0,1.0,100.0,0.0,0.0,1.0,100.0,1.0,100.0,9.1,1.0
1081,AL,Lee,4.0,4.0,0.02634508163,0.02439902164,1.0,25.0,0.0,0.0,1.0,25.0,0.0,0.0,3.0,75.0,9.9,1.0
1083,AL,Limestone,1.0,1.0,0.01124732848,0.01039782073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,11.3,1.0
1085,AL,Lowndes,1.0,1.0,0.09376464784,0.100260675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,1.0
1087,AL,Macon,1.0,1.0,0.04993508384,0.05423287675,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,11.2,1.0
1089,AL,Madison,6.0,7.0,0.01730937324,0.01909860037,3.0,42.8571434,4.0,57.1428566,0.0,0.0,4.0,57.1428566,5.0,71.42857361,10.7,1.0
1091,AL,Marengo,2.0,3.0,0.09943322837,0.157348156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,1.0
1093,AL,Marion,2.0,2.0,0.06616382301,0.06719752401,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,9.7,1.0
1095,AL,Marshall,4.0,3.0,0.04238635302,0.03121455759,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.33333206,1.0,33.33333206,9.8,1.0
1097,AL,Mobile,6.0,5.0,0.01448540576,0.01208438724,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,11.9,1.0
1099,AL,Monroe,2.0,2.0,0.09020792693,0.09493520856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,1.0
1101,AL,Montgomery,4.0,3.0,0.01753055863,0.01328827161,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.33333206,1.0,33.33333206,14.2,1.0
1103,AL,Morgan,2.0,3.0,0.01672604494,0.02519124374,1.0,33.33333206,1.0,33.33333206,0.0,0.0,1.0,33.33333206,2.0,66.66666412,9.4,1.0
1105,AL,Perry,2.0,1.0,0.199900046,0.1094091907,0.0,0.0,1.0,100.0,0.0,0.0,1.0,100.0,0.0,0.0,13.4,1.0
1107,AL,Pickens,2.0,2.0,0.1036001071,0.1003109664,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,10.9,1.0
1109,AL,Pike,1.0,1.0,0.02966214903,0.02999580093,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,10.3,1.0
1111,AL,Randolph,0.0,2.0,0.0,0.08800879866,1.0,50.0,0.0,0.0,0.0,0.0,1.0,50.0,2.0,100.0,11.0,1.0
1113,AL,Russell,1.0,1.0,0.01691103168,0.01730672643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0
1115,AL,St. Clair,1.0,1.0,0.01165433228,0.01127522811,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,1.0,100.0,8.8,1.0
1117,AL,Shelby,8.0,8.0,0.0391949378,0.03708734363,1.0,12.5,1.0,12.5,0.0,0.0,3.0,37.5,2.0,25.0,10.6,1.0
1119,AL,Sumter,1.0,1.0,0.07464914769,0.07879599929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,1.0
1121,AL,Talladega,1.0,1.0,0.01226798166,0.0125269331,1.0,100.0,0.0,0.0,1.0,100.0,1.0,100.0,1.0,100.0,14.2,1.0
1123,AL,Tallapoosa,3.0,1.0,0.07312079519,0.02469318733,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,10.6,1.0
1125,AL,Tuscaloosa,3.0,2.0,0.01491913851,0.009573454969,1.0,50.0,0.0,0.0,1.0,50.0,2.0,100.0,1.0,50.0,11.8,1.0
1127,AL,Walker,1.0,1.0,0.01520496327,0.01569587737,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,1.0,100.0,11.2,1.0
1129,AL,Washington,1.0,1.0,0.05918210372,0.06105751544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,1.0
1131,AL,Wilcox,3.0,3.0,0.2690100372,0.2822998166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,1.0
1133,AL,Winston,1.0,1.0,0.04134623334,0.04226542637,1.0,100.0,0.0,0.0,0.0,0.0,1.0,100.0,1.0,100.0,10.2,1.0
2013,AK,Aleutians East,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,1.0
2016,AK,Aleutians West,0.0,1.0,0.0,0.1747335345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,0.0
2020,AK,Anchorage,7.0,10.0,0.02324384451,0.03430084512,5.0,50.0,6.0,60.0,5.0,50.0,6.0,60.0,6.0,60.0,8.8,1.0
2050,AK,Bethel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
2060,AK,Bristol Bay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,1.0
2068,AK,Denali,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,0.0
2070,AK,Dillingham,1.0,1.0,0.2008435428,0.200000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,0.0
2090,AK,Fairbanks North Star,3.0,3.0,0.02972416021,0.03031191044,2.0,66.66666412,3.0,100.0,0.0,0.0,1.0,33.33333206,2.0,66.66666412,7.9,0.0
2100,AK,Haines,1.0,1.0,0.3909304142,0.4042037129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0
2105,AK,Hoonah-Angoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0
2110,AK,Juneau,0.0,2.0,0.0,0.06228007376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,6.3,0.0
2122,AK,Kenai Peninsula,5.0,6.0,0.087696217,0.1025062799,1.0,16.66666603,3.0,50.0,1.0,16.66666603,3.0,50.0,3.0,50.0,8.2,0.0
2130,AK,Ketchikan Gateway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,1.0
2150,AK,Kodiak Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
2164,AK,Lake and Peninsula,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0
2170,AK,Matanuska-Susitna,7.0,7.0,0.07301021367,0.06504971534,0.0,0.0,1.0,14.28571415,1.0,14.28571415,1.0,14.28571415,5.0,71.42857361,8.2,0.0
2180,AK,Nome,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0
2185,AK,North Slope,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0
2188,AK,Northwest Arctic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,1.0
2195,AK,Petersburg,0.0,1.0,0.0,0.310462594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,9.2,1.0
2198,AK,Prince of Wales-Hyder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,1.0
2220,AK,Sitka,1.0,1.0,0.1114454493,0.1156470478,1.0,100.0,1.0,100.0,1.0,100.0,0.0,0.0,1.0,100.0,7.3,0.0
2230,AK,Skagway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,0.0
2240,AK,Southeast Fairbanks,1.0,1.0,0.1431844234,0.1445504427,0.0,0.0,1.0,100.0,0.0,0.0,1.0,100.0,1.0,100.0,8.7,0.0
2261,AK,Valdez-Cordova,3.0,3.0,0.3068739772,0.3273679614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,0.0
2275,AK,Wrangell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0
2282,AK,Yakutat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0
2290,AK,Yukon-Koyukuk,2.0,1.0,0.3594536185,0.1877229214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,1.0
4001,AZ,Apache,1.0,1.0,0.01382341981,0.01392408554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3,1.0
4003,AZ,Cochise,3.0,3.0,0.02314671874,0.02366490476,2.0,66.66666412,2.0,66.66666412,2.0,66.66666412,2.0,66.66666412,3.0,100.0,7.8,0.0
4005,AZ,Coconino,1.0,3.0,0.007314593531,0.02100046165,3.0,100.0,2.0,66.66666412,1.0,33.33333206,1.0,33.33333206,3.0,100.0,6.9,0.0
4007,AZ,Gila,1.0,2.0,0.01886009611,0.03711332381,1.0,50.0,2.0,100.0,0.0,0.0,2.0,100.0,1.0,50.0,9.0,1.0
4009,AZ,Graham,1.0,1.0,0.0266994182,0.02626602165,0.0,0.0,1.0,100.0,1.0,100.0,1.0,100.0,0.0,0.0,11.0,1.0
4011,AZ,Greenlee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,1.0
4012,AZ,La Paz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,1.0
4013,AZ,Maricopa,33.0,39.0,0.008210958913,0.008841885254,17.0,43.58974457,17.0,43.58974457,16.0,41.0256424,14.0,35.89743423,37.0,94.87179565,8.0,0.0
4015,AZ,Mohave,0.0,1.0,0.0,0.004772130866,1.0,100.0,0.0,0.0,1.0,100.0,0.0,0.0,1.0,100.0,9.4,1.0
4017,AZ,Navajo,3.0,3.0,0.02799944021,0.02716284059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.33333206,11.5,1.0
4019,AZ,Pima,21.0,24.0,0.02105396055,0.02309751138,10.0,41.66666794,9.0,37.5,6.0,25.0,6.0,25.0,17.0,70.83333588,7.6,0.0
4021,AZ,Pinal,2.0,1.0,0.005185968708,0.002236446133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,1.0
4023,AZ,Santa Cruz,5.0,5.0,0.1064033508,0.1075014547,1.0,20.0,1.0,20.0,1.0,20.0,1.0,20.0,2.0,40.0,9.4,1.0
4025,AZ,Yavapai,9.0,8.0,0.04197252169,0.03448379785,3.0,37.5,5.0,62.5,5.0,62.5,4.0,50.0,5.0,62.5,7.2,0.0
4027,AZ,Yuma,1.0,0.0,0.004936102312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,1.0
5001,AR,Arkansas,2.0,2.0,0.1066439152,0.1125555709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0
5003,AR,Ashley,1.0,2.0,0.04699689895,0.09977053106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,9.9,1.0
5005,AR,Baxter,4.0,3.0,0.09759905934,0.07208245993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,1.0
5007,AR,Benton,6.0,8.0,0.0250537619,0.02934616804,5.0,62.5,5.0,62.5,3.0,37.5,6.0,75.0,5.0,62.5,9.1,1.0
5009,AR,Boone,3.0,3.0,0.08040308952,0.08004269004,1.0,33.33333206,1.0,33.33333206,1.0,33.33333206,2.0,66.66666412,2.0,66.66666412,8.0,0.0
5011,AR,Bradley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,1.0
5013,AR,Calhoun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,0.0
5015,AR,Carroll,3.0,3.0,0.1079447344,0.106296286,1.0,33.33333206,2.0,66.66666412,1.0,33.33333206,3.0,100.0,2.0,66.66666412,6.5,0.0
5017,AR,Chicot,1.0,1.0,0.08802817017,0.09580379725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0
5019,AR,Clark,1.0,1.0,0.04427129403,0.04532885924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,1.0
5021,AR,Clay,1.0,1.0,0.06459113955,0.06735367328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,7.6,0.0
5023,AR,Cleburne,1.0,1.0,0.03900003806,0.04005607963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0
5025,AR,Cleveland,0.0,1.0,0.0,0.1247193813,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,8.5,0.0
5027,AR,Columbia,1.0,1.0,0.0411827676,0.04248629883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,1.0
5029,AR,Conway,1.0,1.0,0.04742708057,0.04786750302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,1.0
5031,AR,Craighead,2.0,2.0,0.0196765177,0.0184233319,1.0,50.0,1.0,50.0,1.0,50.0,0.0,0.0,1.0,50.0,11.1,1.0
5033,AR,Crawford,1.0,1.0,0.01621297374,0.01577137783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,10.7,1.0
5035,AR,Crittenden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7,1.0
5037,AR,Cross,1.0,1.0,0.05706785247,0.05996641889,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,100.0,10.9,1.0
5039,AR,Dallas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,1.0
5041,AR,Desha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,1.0
5043,AR,Drew,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,1.0
5045,AR,Faulkner,3.0,5.0,0.02517116442,0.04006217793,0.0,0.0,2.0,40.0,0.0,0.0,0.0,0.0,2.0,40.0,10.3,1.0
5047,AR,Franklin,0.0,1.0,0.0,0.05614823103,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,8.8,1.0
5049,AR,Fulton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,0.0
5051,AR,Garland,2.0,3.0,0.02048068121,0.03025596589,0.0,0.0,1.0,33.33333206,0.0,0.0,0.0,0.0,1.0,33.33333206,10.2,1.0
5053,AR,Grant,1.0,1.0,0.05542008579,0.0549813062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0
5055,AR,Greene,1.0,1.0,0.02316960134,0.02206287906,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,9.8,1.0
5057,AR,Hempstead,1.0,2.0,0.04458910972,0.09199208766,0.0,0.0,1.0,50.0,1.0,50.0,0.0,0.0,2.0,100.0,10.6,1.0
5059,AR,Hot Spring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,1.0
5061,AR,Howard,1.0,1.0,0.07376263291,0.07495690137,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
5063,AR,Independence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0
5065,AR,Izard,1.0,1.0,0.07459346205,0.07356727868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0
5067,AR,Jackson,1.0,1.0,0.05639203638,0.05948486179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,0.0
5069,AR,Jefferson,2.0,1.0,0.02732165717,0.01468126941,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,11.9,1.0
5071,AR,Johnson,2.0,2.0,0.07713073492,0.07478871942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,1.0
5073,AR,Lafayette,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,0.0
5075,AR,Lawrence,2.0,2.0,0.1172676608,0.121698916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,1.0
5077,AR,Lee,1.0,1.0,0.09987016767,0.111296609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0
5079,AR,Lincoln,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,1.0
5081,AR,Little River,1.0,1.0,0.07849909365,0.08112931997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0
5083,AR,Logan,1.0,3.0,0.04540089145,0.1380135268,1.0,33.33333206,0.0,0.0,0.0,0.0,0.0,0.0,2.0,66.66666412,7.7,0.0
5085,AR,Lonoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,1.0
5087,AR,Madison,1.0,1.0,0.0637755096,0.06067593023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,1.0
5089,AR,Marion,1.0,1.0,0.06081615388,0.05980145931,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,1.0,100.0,8.0,0.0
5091,AR,Miller,2.0,2.0,0.04601826891,0.04587997869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,10.4,1.0
5093,AR,Mississippi,2.0,2.0,0.0447457321,0.04849778116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,1.0
5095,AR,Monroe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,0.0
5097,AR,Montgomery,1.0,1.0,0.1081081107,0.1120573729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,0.0
5099,AR,Nevada,1.0,1.0,0.1139341444,0.1201056913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,1.0
5101,AR,Newton,0.0,2.0,0.0,0.2562460005,0.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,0.0,9.7,1.0
5103,AR,Ouachita,1.0,1.0,0.0400769487,0.04236211255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,1.0
5105,AR,Perry,1.0,1.0,0.09682416916,0.09659969062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,1.0
5107,AR,Phillips,2.0,2.0,0.09783300012,0.1109323874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,1.0
5109,AR,Pike,0.0,1.0,0.0,0.09369436651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0
5111,AR,Poinsett,0.0,1.0,0.0,0.04171185568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,1.0
5113,AR,Polk,2.0,1.0,0.09828492999,0.04987780005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,8.6,0.0
5115,AR,Pope,2.0,2.0,0.03195755929,0.03125,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,1.0,50.0,11.5,1.0
5117,AR,Prairie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,0.0
