fips,state,county,slhouse07,slhouse12,ghveg_farms07,ghveg_farms12,ghveg_sqft07,ghveg_sqft12,ghveg_sqftpth07,ghveg_sqftpth12,pct_diabetes18,class
1001,AL,Autauga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,1.0
1003,AL,Baldwin,1.0,1.0,0.0,4.0,0.0,62160.0,0.0,326.477447,8.4,0.0
1005,AL,Barbour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,1.0
1011,AL,Bullock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,1.0
1013,AL,Butler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,1.0
1019,AL,Cherokee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,1.0
1023,AL,Choctaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0
1025,AL,Clarke,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3,1.0
1029,AL,Cleburne,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,0.0
1031,AL,Coffee,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,1.0
1035,AL,Conecuh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,1.0
1037,AL,Coosa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,1.0
1039,AL,Covington,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9,1.0
1045,AL,Dale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,1.0
1047,AL,Dallas,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,1.0
1053,AL,Escambia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,1.0
1057,AL,Fayette,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,1.0
1063,AL,Greene,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,1.0
1065,AL,Hale,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,1.0
1073,AL,Jefferson,0.0,0.0,3.0,0.0,3000.0,0.0,4.579013162,0.0,11.2,1.0
1075,AL,Lamar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,1.0
1079,AL,Lawrence,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,1.0
1085,AL,Lowndes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,1.0
1091,AL,Marengo,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,1.0
1093,AL,Marion,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,1.0
1095,AL,Marshall,5.0,3.0,0.0,5.0,0.0,2430.0,0.0,25.78851297,9.8,1.0
1097,AL,Mobile,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9,1.0
1099,AL,Monroe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,1.0
1101,AL,Montgomery,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,1.0
1107,AL,Pickens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,1.0
1123,AL,Tallapoosa,1.0,0.0,0.0,3.0,0.0,12600.0,0.0,306.1001385,10.6,1.0
1127,AL,Walker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,1.0
1129,AL,Washington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,1.0
1131,AL,Wilcox,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,1.0
1133,AL,Winston,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,1.0
2020,AK,Anchorage,0.0,0.0,19.0,33.0,103205.0,114565.0,370.1863755,383.657108,8.8,1.0
2090,AK,Fairbanks North Star,1.0,0.0,12.0,19.0,37132.0,58118.0,396.9426479,579.037561,7.9,0.0
4001,AZ,Apache,0.0,0.0,0.0,6.0,0.0,7272.0,0.0,99.69018178,12.3,1.0
4005,AZ,Coconino,3.0,1.0,0.0,12.0,0.0,17240.0,0.0,126.7852153,6.9,0.0
4007,AZ,Gila,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0
4011,AZ,Greenlee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,1.0
4012,AZ,La Paz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,1.0
4015,AZ,Mohave,0.0,0.0,0.0,10.0,0.0,27600.0,0.0,135.805385,9.4,1.0
4019,AZ,Pima,0.0,0.0,4.0,12.0,8400.0,27256.0,8.787815067,27.4488833,7.6,0.0
4023,AZ,Santa Cruz,0.0,0.0,0.0,11.0,0.0,2200.0,0.0,46.35091859,9.4,1.0
4025,AZ,Yavapai,0.0,1.0,9.0,25.0,13200.0,132650.0,63.22656665,624.3293108,7.2,0.0
5001,AR,Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0
5005,AR,Baxter,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,1.0
5011,AR,Bradley,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,1.0
5013,AR,Calhoun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,0.0
5015,AR,Carroll,1.0,1.0,4.0,4.0,4730.0,8760.0,177.1601933,317.6790571,6.5,0.0
5017,AR,Chicot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0
5019,AR,Clark,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,1.0
5021,AR,Clay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0
5023,AR,Cleburne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0
5025,AR,Cleveland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0
5027,AR,Columbia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,1.0
5029,AR,Conway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,1.0
5031,AR,Craighead,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,1.0
5037,AR,Cross,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,1.0
5039,AR,Dallas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,1.0
5041,AR,Desha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,1.0
5043,AR,Drew,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,1.0
5047,AR,Franklin,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,1.0
5057,AR,Hempstead,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,1.0
5061,AR,Howard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
5063,AR,Independence,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0
5065,AR,Izard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0
5067,AR,Jackson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,0.0
5069,AR,Jefferson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9,1.0
5073,AR,Lafayette,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,0.0
5075,AR,Lawrence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,1.0
5077,AR,Lee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0
5085,AR,Lonoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,1.0
5087,AR,Madison,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,1.0
5089,AR,Marion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
5093,AR,Mississippi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,1.0
5095,AR,Monroe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,0.0
5097,AR,Montgomery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,0.0
5099,AR,Nevada,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,1.0
5103,AR,Ouachita,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,1.0
5107,AR,Phillips,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,1.0
5109,AR,Pike,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0
5111,AR,Poinsett,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,1.0
5117,AR,Prairie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,0.0
5121,AR,Randolph,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0
5123,AR,St. Francis,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,0.0
5127,AR,Scott,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,1.0
5129,AR,Searcy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0
5131,AR,Sebastian,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,1.0
5133,AR,Sevier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,1.0
5135,AR,Sharp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,1.0
5137,AR,Stone,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,0.0
5143,AR,Washington,3.0,3.0,9.0,6.0,18920.0,8932.0,97.26206265,42.20434045,9.9,1.0
5145,AR,White,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9,1.0
5147,AR,Woodruff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0
6001,CA,Alameda,4.0,5.0,0.0,4.0,0.0,400.0,0.0,0.2569122234,6.6,0.0
6003,CA,Alpine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0
6009,CA,Calaveras,0.0,0.0,0.0,4.0,0.0,134.0,0.0,2.994078874,7.2,0.0
6011,CA,Colusa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,0.0
6013,CA,Contra Costa,0.0,0.0,0.0,4.0,0.0,87060.0,0.0,80.66414031,7.6,0.0
6019,CA,Fresno,7.0,5.0,14.0,24.0,75520.0,172843.0,84.29201737,182.3790536,9.6,1.0
6021,CA,Glenn,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
6023,CA,Humboldt,1.0,1.0,11.0,20.0,19520.0,78755.0,147.8776676,584.6566149,7.4,0.0
6027,CA,Inyo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,0.0
6033,CA,Lake,0.0,0.0,6.0,8.0,11660.0,6776.0,181.9685691,105.9180292,8.2,0.0
6037,CA,Los Angeles,41.0,23.0,10.0,26.0,309898.0,394494.0,31.94706505,39.56637403,9.1,1.0
6045,CA,Mendocino,0.0,0.0,4.0,12.0,8532.0,29600.0,97.98899748,338.200681,8.3,0.0
6051,CA,Mono,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,0.0
6053,CA,Monterey,0.0,0.0,5.0,8.0,773748.0,474300.0,1922.947691,1112.22889,8.2,0.0
6057,CA,Nevada,0.0,0.0,8.0,16.0,68836.0,14644.0,703.8877641,148.9907211,5.1,0.0
6059,CA,Orange,2.0,3.0,0.0,3.0,0.0,150.0,0.0,0.04855401294,8.0,0.0
